x,y,theta
2.2897373228588234,2.4859198178176745,4.08230916785386
2.1474484316259517,1.4921264935782999,5.197913469195944
2.2330103418690608,2.447451973082078,0.4186495302821381
1.5133708247808066,2.1225156550552864,0.9589812274205011
2.4005911128504125,2.423067945627293,5.743448094073212
2.0963298230637295,1.415942058791202,5.817335514090712
1.732822845863761,1.504675557193015,2.298688209933749
2.5476452145241097,2.1741532104702115,3.8200214628710394
2.2380977278871614,2.503098619592787,0.37187933607423895
1.5792747412158876,1.580657391578561,3.644079482975045
1.4848639088092874,2.2727245836116032,0.7916701550813044
1.8390990947970942,2.473721578275258,3.0580495314382197
1.5973927836505193,1.573125428529697,0.22627944064419864
2.376303032697053,1.6652008947643355,4.792581596815507
1.4357860304800247,2.109200255062918,2.429575061429318
2.086827454504717,2.5116474483572775,5.845630660818019
1.425965289524995,1.875767022782336,0.5013845856201514
1.5421601359084312,1.6838617500585957,5.805886979339677
2.1336621841954795,2.514881276096933,0.20235348415800428
1.9390476046689582,1.458908141037817,5.692104714699978
1.514580311374704,1.8677771210382952,4.080586314457987
1.716042526752154,1.572169059321733,3.7312278636030456
1.45555290234514,2.165366391602098,1.2687086450761653
1.474799987569575,2.2129689959037444,5.779591497262301
2.1397071183265655,2.5460533704243797,0.3271300010003862
2.4199956242448515,1.6596939515906532,5.28269937403262
2.194776942475481,2.5672345507959795,6.212357556745831
2.002367204903424,2.5982359765229193,2.249367204063469
1.6266836108178269,2.4313287514887696,4.204277760765908
2.558945774927048,1.9044482282704203,5.405577773505425
1.4593299000228193,1.817229697835045,3.4660884197236923
2.3284971058850656,2.4299662871235803,0.11072960458771458
2.2744822326182454,1.5646609143100418,1.553626984170806
1.8560860257147613,2.555565014581351,3.843126935945789
2.5499885096933568,2.072812187699658,0.9907296108582172
1.9407858519546997,1.4702639421534962,0.4527419673594752
2.5349534207743725,1.8685970811842678,6.219693889677946
2.465606709836559,1.6379861141702374,0.0006786267446881559
2.577332202530429,2.1393998374337335,0.16503771755512728
1.4774272350740223,2.1275742019203596,0.5529376213844415
2.2030379963195497,2.521194640639,4.4236148199956515
1.8243946201128913,2.504547701979761,0.0469250568371472
2.215588327311334,2.518550553416991,4.043871565855373
2.113749461249367,1.4763290204037811,5.48272188401217
1.8977689972680503,2.5316266661281372,5.674427930511577
2.5763401573942426,1.8744523927137333,0.6589119995713004
1.4820237899243764,1.91821992244828,1.5351488195071599
1.4924829774694823,1.7530646688761964,1.0840614712566723
2.119916432963364,1.5051649397027276,3.6690375645136695
1.7533646009855224,1.4701303592440467,5.282758218335641
2.376164549914838,1.558320200585172,1.018136339406864
2.3662098682016595,2.377121957940595,2.7161232526346146
1.4116601722554833,2.016416835222717,2.3810232662299424
1.515963633881615,1.8511669388090133,3.6317966257899514
2.414597344798525,2.3392372596664988,4.005698976872807
1.9437351421627527,1.486808995469536,3.6034036427912897
1.475408749509737,2.156017147264279,3.260461661655927
1.5768302814851751,1.6018504564065328,3.7660786335295033
2.342977883414518,1.6028390572100406,0.6932344614013152
1.8694290145619075,1.5114577184328766,0.8026438845903392
2.071849714565112,1.4620982237459332,3.4920694648331088
1.8614241971379903,2.5026262843874836,1.233212020324998
1.5178498255598947,2.1658735792869956,3.527599356153659
2.4962477795132223,1.7400486511157327,4.712378399624956
1.5923033892467602,2.3415260578497676,5.077704229003401
1.4401597721911301,2.1024614849692904,0.8005736740395885
2.356788384384879,2.3803271586470407,0.5085355662730109
1.710603272222325,1.4804983386866901,0.27003044811647164
2.080092255246989,2.532679405605644,3.0048059167939343
2.2616768238805154,2.439465266655433,0.8889611687813709
2.385342589789294,1.5868257205925715,5.194715520802128
2.263001204754821,2.53180576072,1.4628414676605979
1.5373533594806605,1.7094839539114828,2.810113839031919
1.9395674085374133,2.5927502477393807,1.7587060783824828
1.4505623020063134,2.0557382770548163,1.2357604528548327
2.4730139875298827,1.7297539707331888,5.916014732014385
2.084988113945036,1.442325811777381,0.45367232791591033
2.0667545710452733,1.4041775072889182,4.600777022429886
2.497421548642344,2.327040681245325,1.6000371715197643
2.4289073446069627,2.3415310455378906,0.6412289410845251
2.075427419416639,1.4275833009213843,1.0638657647787524
1.4529916419939122,2.074150878451451,2.392630465031372
2.3168284218560595,1.5441007910449465,4.094234121253267
1.5885808610297054,2.4088651601291806,4.317099276153445
1.6258079373876069,1.6055479196315394,0.7406789286044334
1.9365949337044657,2.571640613029567,2.6374592798621808
1.5343367711336695,2.333741627401581,0.7309445600632949
1.4062952232120711,2.006418998883568,1.1770199745355678
2.233306636122434,2.456301000658703,1.4515779364624133
1.5650428282293198,2.3755048889210966,5.883290699312423
1.6339407988442698,2.4669232200243743,1.753948377997387
2.0348798693329595,2.5960329484240168,1.2030679275745422
2.029025358720882,1.4992253779420182,6.177018691746426
1.539361593901116,1.6355652750440854,4.356248957809528
1.4535151911259976,2.243486771873223,2.7141487714380568
1.467529658189107,1.732103649056213,6.008688457770442
1.5117879468289748,2.1673709427711594,5.4089725569031994
1.7052273811522383,2.5197097966155315,5.843387547292667
2.1056204629486954,2.580290641778549,4.020288854736973
1.8176697751897872,1.4457285771840702,1.5965632380418815
2.5483425718349286,2.0460336347936754,5.146644857683469
2.4216544860781863,2.312679573254256,5.171306435392771
1.4696124285501033,1.7614714111254282,4.099958666531264
1.8553535848991003,2.575035418191471,6.139988555327653
1.8775052938080563,2.514071373358896,2.5485017473292073
2.065175734228482,1.447700345368369,2.4486283861125933
2.545766158622489,1.9709808461589433,5.544136184110669
1.4183200613321347,1.8814236376452893,2.183001788451066
2.5043700350204623,2.008188162442539,6.093049662416278
1.5378875576340671,1.6579871754848743,5.676773530560572
2.020757780813038,1.4368391244945122,4.210706421213466
2.2103398460119728,2.457031004793052,5.68740542663003
2.0255165332123606,2.5731169876593816,0.9291852387217612
2.1295831107678356,2.4847342649858,4.314136227688456
2.123065879192569,1.4358817503060486,4.755096987777072
2.5024504416060127,1.7677350364588933,1.6634990764611477
2.192340433263494,1.4385673486341553,0.9826976994054449
1.621973960220689,2.3381795202084525,0.032696304026413214
2.1136503720294,1.4258671811375514,2.297387625086161
1.5135816780460574,1.856010010653894,3.7250763808856817
1.5475061408889128,2.288311299007183,3.960166543023314
1.475061052828381,2.1475532522739287,1.262434291581481
2.398169544996183,2.444665989618928,4.577562320200261
2.5496711343168674,1.9014751465672823,1.7836240263051268
2.2351726731750072,1.5275924227528481,5.49768850130664
2.1355108466626356,2.5081546408202464,3.955408236236263
1.638345219577522,1.5342760097760917,6.028930671421112
2.413797118406943,2.321896849819963,2.575791579155242
2.4244164504433106,2.289087692984295,1.2947975306938102
2.3211887553517596,2.422556702356525,4.20651929089105
1.4930437624556079,1.7602732590130286,4.666226672881582
1.7657286249666944,2.5060305110159504,4.095360488447571
2.3008350659236085,1.5014356125221702,1.5789009951291673
1.564897723461568,1.6502309852606234,1.0664794626786855
2.3283260306489995,1.582952818993216,4.530382993376505
2.5290665474128895,1.875472147278197,0.515950879990819
2.4418987957431506,2.3804191913239303,2.234453234273547
1.7443974732616423,2.5035703120629136,2.61591050438837
1.5173928327701072,2.350126923893403,6.283164991890043
1.641323230540547,2.402474173420128,1.9717359217487507
2.037944427202967,2.5561901532763596,5.026724092645422
1.850908756675958,1.4586096940824118,3.6062616478964724
2.252979269010416,2.528501203746228,3.331533830178588
1.8541996317291436,1.5052835743452606,3.3765081584584196
1.5842976316428323,2.349152800338957,4.387360505221907
1.4186922062009146,1.8896517573710716,5.521855289539206
1.7200842880613778,1.5800183909355117,3.726284464567731
1.652064189747997,1.5315575139206015,2.7341594874504085
2.031516682559017,2.542861808226835,0.5037596917787485
1.4290751090918676,2.123786943261914,0.6226849537599619
1.7400443947448818,2.4283901084120028,1.871889700319967
2.5340186719617095,1.929437011474415,5.217023187924564
1.649755571679431,1.6312478548962484,4.872574667477497
1.722980280807711,2.4950229071221406,0.1467525104468084
2.0007209629070815,2.5292663611627306,4.263812959051752
2.57014071278999,2.0472365895455926,1.3787142524678089
2.521847938018829,2.2854695895347286,4.61933294469213
2.1954950874208645,1.5248878531935373,0.9597352342999997
2.0376263077374985,2.5862677489510473,3.1093505623541886
1.6825889386870236,1.6052959655232706,3.5671642085680104
2.5149439079813565,1.836545028992429,5.258581670396387
2.395460239346317,2.3753482993511454,3.9811825220055326
2.5047114775249715,1.7785507403348542,2.437517561914035
2.2214986077468235,2.555292015230891,6.0023828067108
2.4349583802275188,1.6177209943496058,3.3678435672747966
1.928702118164217,1.4718987578646976,2.1361401300169804
2.2284934828328673,1.523058940006216,1.4632482610101374
1.6373280658589915,2.461965681244013,3.98159619797347
1.8545960730695743,2.570790230324904,1.8099477940457598
1.5359979830033155,1.6985371601128763,5.708211421835478
1.6047376997894567,1.637177392603319,4.358701828157697
2.381640802045193,1.5376243880652845,4.401637963050342
2.3848504248563573,2.369653811664817,1.6975107743519167
1.570325819984165,2.292366996614942,0.9434795081753572
2.091933511967591,2.5816863611266405,0.5304096767525548
1.6371239895040657,2.4557169020332608,5.8338405563257485
1.9515118473879458,2.5666716277255452,3.7029466017784944
2.4348968802693034,2.4077869578929687,4.0727525701812635
1.797787547966514,2.557618801455072,4.323879915494702
2.5761647502945264,1.9815198516986767,2.2639837484469756
1.7914366563595812,1.451202690659135,2.883382360023373
1.555704591609691,1.7175327779746463,1.6392698154829999
2.1597265230541245,1.5100769865660997,0.8193295663035544
1.6483171811631476,1.552757338394906,4.509656170572388
1.4413027568753805,2.1283176899611758,6.1349168477021
1.48468113788425,1.9468747469297472,1.6396277460864461
2.5168839031135644,2.1623032062025382,1.2654223421828088
1.9763142642140554,1.4087579850822132,3.259884086684183
1.651705354771099,2.4363999593668617,1.5422515225942757
2.2795266730647037,1.5147353405745805,0.8287169730692172
1.5554793420156718,2.2715799323277905,1.4429016746518104
1.7690952362528793,1.495475037855556,5.488643007072154
1.489465791550515,2.216639428581915,6.236790072119487
2.2853271991118524,2.422340277352368,2.051288480672444
1.4060104632611299,1.9279574675023137,2.290737708193151
2.5457456474149827,1.8774634569700261,5.090115870696952
2.0127318872356845,2.5005425817455413,0.2928033339963683
2.208980449151241,2.539739366738557,2.6340496588623177
2.330394797116657,1.5015539080696299,4.441265342237832
1.5904098334885273,2.3835643343852615,4.475460730269386
1.4672155212072353,1.9638658174491916,4.1474611130264885
1.518665570928404,1.8026601507034699,0.4718950582847442
1.5039061044609519,1.7209502256948634,2.3113834739390513
2.1825542257620825,1.512008434000489,4.2672801513569665
1.5312991418750466,2.3063742380976193,6.1406773176399625
1.4380896701018657,1.9775703197631214,3.1671582010031747
2.5175516304624717,2.2966594850149233,3.5011959197683775
2.362675232367675,1.6444499261210328,5.414826874167775
1.7431971144919125,1.5110733300410293,1.0880333404352494
1.7107368988370928,2.498174247655084,4.155937191726184
2.22858034449692,2.466096521722574,1.4976336921345925
1.4680084465238532,1.9016520080208383,2.666437287492435
2.2308217031286777,2.4512647185353886,3.7970777557802795
1.618631746070715,2.4294242074106487,1.4358539329610902
1.514851266961019,1.8441629877910417,3.8635713112468837
1.4593884443663483,2.034629955742675,1.7957355753797284
1.4460350397965127,1.8019840605152473,1.5748079509706145
2.549477224358149,1.994725821944076,4.619704340538484
2.1277988985043854,2.577975651945273,5.664645443574532
1.4555801471814498,2.1945710842039587,3.0950345868618756
2.5587889985424477,2.1960624663728954,0.9799289439873005
2.188088979986477,1.521840124432187,2.833785489389629
1.5636327060335242,1.7398548398629243,4.9852674114592865
2.453779954273034,1.7723607217710937,1.0764710241816142
1.6777279078370233,1.508355137328678,1.1804263844735934
1.4408995142681487,2.084583358780712,5.5193060378769685
1.4577439315230962,1.8971348333115363,4.638186724562598
1.5062980513888948,2.155718212548213,4.264864268249933
1.7139223224118885,2.492209549415483,5.946782962906883
1.5772472179614725,1.6740214762569119,4.699321693831474
1.5033534480310986,2.2855503237201025,1.1375404704346095
2.2350941011024488,1.5046517893418436,6.1931929279113564
2.374074090075249,1.592703719886527,6.017398302465163
1.6954777643021286,2.4940945643661303,0.872117738061731
1.8172963407558165,1.5237423226798783,4.11244492609563
1.4920902879415308,2.2359897450362367,1.4819559506991542
2.021577171576515,2.52079772452393,1.7704863184224808
2.5808571225916284,1.961269574827189,4.586797634221027
2.041117390685457,2.549620254500722,0.09005650478267875
1.679997567665009,1.4936849498877705,3.4966416182475633
2.040626668752124,1.4818559664529232,6.069553566001236
1.7975710646444794,1.438791810871848,4.078815711088225
2.4941101160321475,2.306522539565437,1.7553559431877002
1.8763534478020425,2.536330294457471,6.271865967819407
1.7631189449673996,1.467669169757751,1.8346030701502485
1.9816721982809469,2.5621187341306726,1.6815930968100083
2.556282630912169,1.8876926022717686,2.088791620074605
1.4467101098706046,2.2106567857402517,2.689558288625035
1.5198616211442033,1.8367612700522038,1.3764657449364925
1.4154853962067784,1.9861659699336358,0.32683903555627486
1.5089468003519924,2.225535764152252,4.463041547744699
1.4779281954938357,2.1151131995505077,0.6025340291036555
2.520130605881044,1.701994802631034,3.232000781497641
2.573332840078968,2.08497299403567,1.100134825477584
2.540922881588471,1.8960225916855984,5.485674415918388
2.409328113545315,2.359081632874977,3.200697498386672
1.4665535316853124,2.248923773650659,3.513413879604044
1.8202037867681908,1.5233209070547145,4.322870632517488
2.177878653272439,1.4556790946780487,4.955735290936435
1.6828527222523486,1.5139705638288765,6.01267986760127
1.4198018034307367,2.035800202046179,1.297190656040261
2.4124057415290037,1.6603339226898073,2.4336242122079743
1.4671203369315786,2.2316669479881663,2.3966679691701565
2.008527085456016,2.5241311070905343,2.3429902718341555
2.1036932320135424,1.4716993392130875,4.35414202255891
1.5000597061746692,1.7855728679660066,3.86159853140275
2.369842885812249,2.4156577173749887,5.209574965636117
1.7537429926201298,2.4491603160629527,4.9044635025986905
2.459703139434905,2.288855122274153,5.7109053472723375
1.5166831358853259,1.8717896853832767,5.532726053509383
2.338799558865645,2.4659364106942685,5.462883066574129
1.8753102805382549,1.4271485147035756,0.7549397013850583
1.5159525690466982,1.8239870195390968,1.6277192333054353
2.5627812756057566,1.8965897952477357,2.227951310012514
2.5818108409700997,2.042631972193128,0.37455647565402217
1.8735586784554423,1.4151806195739038,5.261920855642506
2.1680085346535862,2.56088331597946,0.8473448323623824
2.5319259311685762,2.1170748356790834,4.023542291285545
1.5855644118592185,1.5687125074634478,1.7704085390197541
1.4268736233796835,1.8306942382674876,0.5443441694625724
1.8214321811208216,2.522989485336748,5.244205433403952
1.423655025044344,1.9734370730604898,4.039565719383938
2.5569330224173066,2.20086749857847,1.1688258009938528
1.5066747672692313,2.2429123147715977,5.822298370871325
1.4797882286534234,1.7272433328530052,3.5598759870531134
2.4037212426542003,1.5948065887794396,3.585736068356603
2.3046552053044738,1.5646646418700976,0.12196256604966538
