x,y,theta,v,omega
2.129208999999999907e+00,1.431816999999999895e+00,6.783869999999999623e-01,5.000000000000000000e-01,9.538299999999999557e-02
2.167987999999999804e+00,1.463378999999999985e+00,6.879260000000000375e-01,5.000000000000000000e-01,1.095330000000000054e-01
2.206442000000000014e+00,1.495336999999999916e+00,6.988790000000000280e-01,5.000000000000000000e-01,1.225979999999999986e-01
2.244521999999999906e+00,1.527738000000000040e+00,7.111389999999999656e-01,5.000000000000000000e-01,1.336759999999999893e-01
2.282183999999999990e+00,1.560624999999999929e+00,7.245059999999999834e-01,5.000000000000000000e-01,1.418139999999999956e-01
2.319389000000000145e+00,1.594028000000000000e+00,7.386880000000000113e-01,5.000000000000000000e-01,1.461359999999999881e-01
2.356109000000000009e+00,1.627963000000000049e+00,7.533009999999999984e-01,5.000000000000000000e-01,1.460529999999999884e-01
2.392329999999999846e+00,1.662430999999999992e+00,7.679059999999999775e-01,5.000000000000000000e-01,1.415720000000000034e-01
2.428050999999999959e+00,1.697414999999999896e+00,7.820639999999999814e-01,5.000000000000000000e-01,1.332990000000000008e-01
2.463287999999999922e+00,1.732887999999999984e+00,7.953940000000000454e-01,5.000000000000000000e-01,1.221249999999999974e-01
2.498069000000000095e+00,1.768807999999999936e+00,8.076060000000000461e-01,5.000000000000000000e-01,1.090219999999999939e-01
2.532433000000000156e+00,1.805126999999999926e+00,8.185080000000000133e-01,5.000000000000000000e-01,9.491499999999999937e-02
2.566425000000000178e+00,1.841795000000000071e+00,8.279999999999999583e-01,5.000000000000000000e-01,8.060499999999999610e-02
1.449945000000000039e+00,2.196626999999999885e+00,7.958589999999999831e-01,5.000000000000000000e-01,-1.726679999999999882e-01
1.485235000000000083e+00,2.232045999999999975e+00,7.785919999999999508e-01,5.000000000000000000e-01,-1.965300000000000102e-01
1.521173000000000108e+00,2.266808000000000156e+00,7.589390000000000303e-01,5.000000000000000000e-01,-2.189159999999999995e-01
1.557825000000000015e+00,2.300816000000000194e+00,7.370470000000000077e-01,5.000000000000000000e-01,-2.381379999999999886e-01
1.595244000000000106e+00,2.333976999999999968e+00,7.132340000000000346e-01,5.000000000000000000e-01,-2.524449999999999750e-01
1.633466000000000085e+00,2.366210000000000147e+00,6.879889999999999617e-01,5.000000000000000000e-01,-2.602510000000000101e-01
1.672501000000000015e+00,2.397453000000000056e+00,6.619639999999999969e-01,5.000000000000000000e-01,-2.604810000000000181e-01
1.712336000000000080e+00,2.427669999999999995e+00,6.359160000000000368e-01,5.000000000000000000e-01,-2.530939999999999857e-01
